GEOID,salesgr500k_1997,salesgr500Slope,totMarkValue_1997,totMarkSlope,perBigMark1997,perMarkSlope,opgr500k_1997,opgr500kSlope,opgr2000acres_1997,slopelargeCropOp,countyCornGrain_1997,SlopeCornGrain,countyCornSilage_1997,cornSilSlope,countyCotton_1997,CottonSlope,countyRice_1997,riceSlope,countySoybean_1997,soybeanSlope,countyWheat_1997,countyWheatSlope,cattlegr500_1997,cattlegr500_slope,ophogsgr1000_1997,hogsSlope,broilgr500000_2002,SlopeBroilOp,layergr100000_2002,layerSlope,turkeyContracts_2002,turkeySlope,Adens_Int,Adens_Slope,CattleAMU_1997,CattleAMUSlope,HogAMU1997,HogAMUSlope,TukeyAMU1997,TurkeyAMUSlope,Broiler_1997,BroilerAMUSlope,LayerAMU1997,LayerAMU
22015,0,358120,9627000,364880,0,2.262391326,0,0.36,8,-0.22,717,123.2496589,NA,NA,1181,18.26,0,0,9316,-30.22,2836,-121.36,6,-0.22,NA,NA,NA,NA,NA,NA,NA,NA,10.53170078,-1.256866355,23482,-548.44,53.2,1.336,0.108,0.0468,0.24,0.0314,3.51,-0.0642
22017,15844000,2003100,28621000,1820920,55.35795395,1.986276928,16,1.24,20,0.12,7169,615.2107776,NA,NA,18683,-35.88,0,0,20806,-276.02,1803,-0.46,4,-0.06,NA,NA,0,0.18,NA,NA,NA,NA,9.936601604,-0.281824847,23590,-306.22,101.2,-2.152,0.36,0.02592,0,180.1416,0,-0.1258
22019,1652000,751380,21329000,525260,7.745323269,2.411738669,3,0.74,37,-0.1,0,29.79536153,NA,NA,NA,NA,29339,-724,11042,-258.7,0,7.4,3,0.28,NA,NA,NA,NA,NA,NA,NA,NA,14.35729368,0.02760915,38775,33.76,361.2,-19.256,0,0.04896,0.49,1.0804,6.91,-0.4144
22021,4517000,411300,11666000,410120,38.71935539,1.854020874,6,3.55E-18,11,-0.14,2457,111.1957708,0.00,0,12821,-477.26,3470,-138.8,10680,-218.9,1897,-46.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.017200049,-0.389047906,7285,-99.86,172.4,-6.888,0,-0.00288,0,0.148,4.74,-0.103
22023,3291000,277540,11275000,283720,29.18847007,1.506521245,3,0.34,24,0,NA,NA,NA,NA,NA,NA,16277,-397.14,6674,-174.72,NA,NA,9,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,8.689426011,-0.441871784,28950,-290.94,81.6,-3.192,0,0.00216,0,0,1.7,0.038
22025,22780000,3041180,44292000,2319460,51.43140974,2.676777325,25,1.6,24,0.68,5033,835.6739427,0.00,0.98,46327,-1045.28,1312,56,75713,239.22,2018,84.12,1,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,4.391420582,-0.142590488,8330,-50.54,0,-1.832,0,0,0,0.0092,1.18,0.0668
22027,33270000,2084560,41940000,1823480,79.32761087,0.821889976,26,0.32,1,0.2,0,35.32196453,0.00,0,NA,NA,NA,NA,0,48,0,0,3,0.12,1,-0.06,21,-0.44,NA,NA,NA,NA,22.90226527,-0.423690783,13462,-113.26,0,-8.8,0,0.00288,18756.02,-43.6166,0,0
22029,32639000,4228360,61677000,3325480,52.91924056,2.783222857,35,2.28,26,1.04,30310,-688.2407913,NA,NA,43513,-1127.18,11118,-46.64,116592,886.42,3827,-24.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.705731937,0.299773605,3183,106.82,0,1.296,0,0,0,0.0348,0,0.0778
22031,8312000,117160,19940000,23120,41.68505517,0.500890216,9,0.02,11,0.12,0,0,NA,NA,0,0,NA,NA,0,11,NA,NA,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,16.46573838,-0.747663792,39404,-341.52,13.6,2.04,0,0.01332,0.76,0.0374,0,0
22033,0,79640,9505000,126960,0,0.69506022,1,0.06,1,0.02,0,12.50545703,938.00,-38.12307692,NA,NA,NA,NA,578,-23.12,0,0,5,-0.24,NA,NA,0,0.16,NA,NA,NA,NA,15.76038849,-1.153097155,19416,-333.8,631.2,-28.984,0,0.15408,0,90.6234,0,0
22035,36711000,5867000,64001000,5043960,57.36004125,1.971138811,39,2.36,26,1,32219,540.8335607,NA,NA,45943,-1813.78,14861,-707.02,80111,2785.94,4890,-46.88,2,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,3.414383805,-0.541892934,2677,-118.24,0,0,0,0,0,0,0,0.1476
22037,0,101300,8004000,167920,0,0.751093646,0,0.12,8,0.1,792,-23.75102319,355.00,-27,NA,NA,NA,NA,0,132,370,117.2,4,0.02,0,-0.02,NA,NA,NA,NA,NA,NA,19.97945578,-1.368963666,24072,-311.96,0,-9.632,0,0.0198,0,0.0184,1.68,0.037
22039,15513000,2085220,45819000,1161340,33.8571335,3.163738936,17,1.92,19,0,1967,-51.2148704,NA,NA,1911,-64.42,55862,-872.16,40812,-284.28,3723,-176.68,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,10.80783115,0.001291008,16709,1.92,101.2,-2.704,0,-0.00504,1.68,1.1898,1.23,0.0422
22041,39728000,4060400,90772000,2654180,43.76680033,2.311764791,28,2.64,21,0.78,39626,1660.626194,NA,NA,90486,-4024.98,3245,-55.32,46145,538.12,5491,-317.82,3,0.04,NA,NA,NA,NA,NA,NA,NA,NA,14.35388923,0.092441159,18941,29.2,39.6,0.448,0,0.0144,0,0.0216,2.54,0.2242
22043,0,167680,6274000,149620,0,2.165289256,2,0.14,4,0.04,3085,-85.16643929,NA,NA,3154,40.62,NA,NA,7014,-77.56,893,-14.98,0,0.04,NA,NA,NA,NA,NA,NA,NA,NA,4.168460555,-0.08548436,7147,-29.18,24.4,0.408,0.396,-0.01584,1.2,-0.015,1.95,0.3292
22045,34362000,1652080,52490000,1004120,65.46389789,1.371479578,35,-0.02,10,0.4,44,-2.564120055,0.00,0,NA,NA,1484,11.88,1906,289.34,286,-11.44,1,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,3.334636712,-0.269559083,5480,-78.6,36,-1.52,0,0,0,0.0216,3.36,-0.0628
22047,28851000,1109240,38001000,874720,75.92168627,0.762805473,24,0.1,10,0.3,4209,-166.5225102,NA,NA,NA,NA,NA,NA,10477,146.56,0,-23,5,-0.18,NA,NA,NA,NA,NA,NA,NA,NA,5.848697454,-0.397264938,9510,-127.46,0,7.10543E-18,0,0.02376,0,0,0,0.1332
22049,28620000,574020,30526000,459240,93.7561423,0.409351888,30,-0.64,0,0.02,NA,NA,0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,-0.4,NA,NA,NA,NA,24.48796028,-2.114347401,5028,-53.18,0,2.144,0,0,19542.42,-572.3512,0,0
22051,0,0,4258000,-144500,0,0,2,-0.12,0,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.778208767,-0.20051771,1392,-30.9,0,0.048,0,0.02592,0,0,0,0.1128
22053,8226000,3070160,52900000,1871480,15.55009452,3.577517151,13,3,33,0.06,0,0,NA,NA,NA,NA,94086,-1757.74,56166,-1657.12,2144,-117.14,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,12.14922342,-0.371097682,20137,-109.76,140,-15.24,0.432,0.02736,3.56,-0.0136,4.75,-0.224
22055,14030000,252060,25296000,48140,55.46331436,0.840010513,13,0.1,9,-0.1,1866,-50.39836289,NA,NA,NA,NA,10824,-294.16,17384,-560.22,2256,-71.34,1,-0.06,NA,NA,NA,NA,NA,NA,NA,NA,19.03474398,-2.964662806,14092,-410.66,61.2,-1.872,0,0.0216,0,0.2328,9.28,-0.456
22057,19861000,1202000,33936000,825820,58.52487034,1.537569941,22,-0.08,13,0.26,0,0.07366985,0.00,0,NA,NA,NA,NA,0,0,NA,NA,8,-0.3,NA,NA,NA,NA,NA,NA,NA,NA,8.075242172,-0.750201388,23499,-414.06,65.2,-0.952,0,-0.00864,0,0.1422,4.91,-0.2888
22059,0,0,1347000,10360,0,0,NA,NA,1,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,1170,-46.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.094068158,-0.209677523,5969,-66.44,60,-1.44,0,0.03528,0,0.0184,2.44,-0.0222
22061,32867000,4521020,39942000,4397820,82.28681588,0.670521453,29,0.54,0,0.14,0,2.346521146,NA,NA,0,0,0,0,0,4.16,NA,NA,1,0.12,NA,NA,37,-0.24,NA,NA,NA,NA,52.94033331,3.151639949,11677,63.54,49.6,-0.544,0,0.0576,29981.02,707.085,0,0
22063,7092000,30680,11942000,-99960,59.38703735,0.600003598,7,-0.12,2,-0.04,6,-0.130968622,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.303682357,-1.450091883,10304,-234.42,343.2,-11.816,0,0.03924,4878.71,-240.3192,6.23,-0.3558
22065,31598000,4925940,65338000,3855840,48.36083137,2.465346897,32,2.84,32,0.42,71285,-798.6302865,NA,NA,40611,-1323.2,4685,-131.46,104137,452.96,6763,-205.74,0,-1.78E-18,NA,NA,NA,NA,NA,NA,NA,NA,1.59662463,-0.001095721,2065,0.02,7.2,-0.408,0,0,0,0,0.44,0.0336
22067,37618000,6001040,80475000,4458800,46.74495185,2.695605186,35,3.22,27,0.78,18289,2253.611187,NA,NA,69032,-3261.84,35159,-721.4,70672,1006.12,5691,103.46,5,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,3.882116141,0.535440754,10205,217.98,0,2.232,0,0.02232,0,0.0368,0.64,0.2084
22069,33825000,3433880,54830000,3183720,61.69068028,1.234607618,31,0.52,19,0.08,20204,-239.4502046,NA,NA,5941,-72.9,2163,-161.88,20951,-25.88,8379,-342.44,13,-0.04,NA,NA,9,-0.12,NA,NA,NA,NA,15.8216891,0.766034069,37373,94.26,58.4,-4.112,0.756,-0.0324,10327.02,406.7918,0,0
22071,0,0,35000,16300,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0
22073,16193000,1451000,29256000,1228320,55.34933005,1.721568464,16,0.42,6,0.08,4824,320.345839,0.00,0,18867,-690.98,2842,-159.22,11899,383.56,2058,-5.92,1,-0.08,NA,NA,4,-0.18,NA,NA,NA,NA,8.644024163,-0.437899729,8255,-96.22,36.4,-1,0,0.00396,4412.5,-41.242,0,0
22075,0,378100,5381000,385140,0,3.052281171,1,0.14,5,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.08,NA,NA,NA,NA,NA,NA,NA,NA,3.461243705,-0.025620109,7544,-10.88,0,0.48,0,0,0,0.046,1.55,-0.0014
22077,34575000,2965900,55020000,2575040,62.84078517,1.331694809,35,0.7,28,0.4,25112,-623.6357435,NA,NA,4177,-220.08,2190,-87.6,68143,-144.6,10361,-89.14,4,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,14.92243882,-1.365279539,20386,-390.24,0,-3.792,0,0.00576,0,0.0492,3.15,-0.0948
22079,21622000,5612560,58591000,4867100,36.90327866,2.580394385,29,2.78,14,0.78,12310,-6.683492497,0.00,0,15451,-422.9,5415,316.84,40577,790.84,802,39.9,5,0.34,NA,NA,NA,NA,NA,NA,NA,NA,7.796751342,-0.00396558,28666,1,146.4,-3.784,0.558,0.1242,0,0.2204,6.82,-0.2728
22081,3993000,819260,11076000,822600,36.05092091,1.931609421,6,0.46,16,-0.06,2424,27.64120055,0.00,0,4011,-313.6,0,0,15738,-400.96,5169,-155.38,8,0.32,NA,NA,NA,NA,NA,NA,NA,NA,16.62185916,3.081242577,17741,622.48,40,-1.472,0,0.00252,0,0,1.61,0.0096
22083,18631000,3594740,58924000,2625940,31.61869527,3.134586181,23,2.14,26,0,31839,363.4167804,NA,NA,91858,-2978.56,9639,-136.46,26857,1104.38,3240,164.28,6,0,NA,NA,NA,NA,NA,NA,NA,NA,10.87628931,1.221060894,14450,352.16,9.2,-1.184,0,0.01332,0,0.0902,0.61,0.4222
22085,44863000,5444380,57963000,5026900,77.39937546,1.056940459,51,-0.36,1,-0.02,0,0.015006821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.24,NA,NA,24,0.62,NA,NA,NA,NA,31.20023937,1.525524159,17310,-30.32,21.6,1.408,0,0.01188,47413.32,713.7496,0,0
22087,0,166820,365000,254700,0,3.48219335,0,0.18,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408079286,0.198459492,895,38.78,0,0,0,0,0,0,0,0.0288
22089,4073000,-162920,5233000,-234480,77.83298299,-3.11331932,3,-0.16,1,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,4.552171344,-0.163339821,3943,-24.24,0,0.576,0,0,0,0,0,0.1636
22091,0,349280,31288000,-327480,0,1.36618947,4,0.06,2,-0.06,0,0,615.00,-7.9,NA,NA,0,0,NA,NA,NA,NA,1,0,NA,NA,NA,NA,1,0,NA,NA,16.81145378,-1.205472651,18114,-254.22,38.8,-0.952,0,0,0,0.1488,0,0
22093,22844000,286580,27058000,126120,84.42604775,0.626467513,23,-0.38,5,0.32,NA,NA,NA,NA,NA,NA,NA,NA,0,232.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.358327091,0.221451077,0,27.84,0,1.42109E-17,0,0,0,0.012,1.22,0.0046
22095,2783000,256880,3566000,215720,78.04262479,1.128151859,4,0.06,1,0.24,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582388898,-0.179444224,389,-20.04,0,0.088,0,0,0,0,0,0.0306
22097,31007000,3135020,66463000,2526480,46.65302499,1.857496432,32,2.28,22,0.62,23176,-665.8396999,NA,NA,1484,-74.84,27072,-249.96,107480,343.4,4448,-15.92,6,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,14.14801743,-0.386839475,30423,-179.46,192,-5.92,0,0.0666,2.38,0.7218,8.69,-0.5438
22099,18672000,1145940,32179000,786140,58.02542031,1.546076139,17,0.54,7,0.44,1022,-41.10845839,0.00,0,NA,NA,6132,-188.28,6108,291.4,824,-41.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.933224764,-0.126495723,3707,-48.5,60.4,-0.088,0,0.01512,0,0.2032,2.87,0.0636
22101,33317000,1087860,40172000,803260,82.93587573,0.793797647,33,-0.12,8,0.62,NA,NA,NA,NA,NA,NA,NA,NA,1376,171.16,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.466462339,-0.008589973,1809,-2.72,33.2,0.168,0,0.00108,0,0,1.22,0.0788
22103,4227000,-237080,13387000,-159820,31.57540898,-1.757954197,5,-0.14,2,-0.1,NA,NA,0.00,0.06,NA,NA,0,0,NA,NA,NA,NA,2,-0.08,NA,NA,NA,NA,NA,NA,NA,NA,4.817343203,-0.332752567,10272,-149.06,143.2,-3.792,0.684,0.03096,0.86,7.3988,6.51,-0.2604
22105,14663000,408780,63385000,-1060580,23.13323341,1.500711242,19,-0.12,NA,NA,1354,-44.82537517,2417.00,-114.1,NA,NA,0,0,0,60.9,0,11.08,6,0,NA,NA,1,-0.06,NA,NA,NA,NA,28.75960645,-2.642845215,57706,-1086.24,115.6,2.856,0.378,0.045,0,0.0458,0,0
22107,50952000,3254440,71451000,2489960,71.31040853,1.468935427,45,0.58,32,0.28,40842,34.22851296,NA,NA,83465,-2207.86,2754,-31.38,51161,940.84,3720,100.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.526667709,-0.017120115,992,-5.12,0,-0.24,0,0,0,0,1,0.0144
22109,9975000,1076340,15029000,1040220,66.37168142,1.10013427,10,0.4,6,0.24,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,1,0.14,NA,NA,NA,NA,NA,NA,NA,NA,1.820879017,0.127707503,5138,80.8,0,0.144,0,0,0,0.0108,0.36,0.401
22111,81688000,1155180,96446000,430540,84.69817307,0.6929015,92,-2.38,2,0,0,0,8.00,-0.411428571,NA,NA,NA,NA,0,0,0,0,2,0.44,0,-0.04,41,-0.7,NA,NA,NA,NA,64.03460951,-7.358841595,19024,80.62,960.8,-35.88,0,0,94480.57,-3387.5106,0,0
22113,20829000,4595280,73392000,3527460,28.38047744,2.706667114,25,2.52,27,0.42,0,0,NA,NA,0,0,102902,-2773.18,21133,-367.8,712,-19.4,4,-0.12,NA,NA,NA,NA,NA,NA,NA,NA,11.26841029,-0.085606457,35789,-51.98,26.4,0.2,0,0.03636,0.55,0.153,6.13,-0.4342
22115,5405000,628740,10721000,483600,50.41507322,0.828208859,6,-0.1,0,0.06,36,-6.19372442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.04,NA,NA,2,0.16,NA,NA,NA,NA,5.193193748,-0.333905022,15686,-393.04,81.2,3.656,0.666,0.00792,6470.28,159.8684,0,-0.1716
22117,14781000,365520,47640000,-750940,31.02644836,1.918587727,12,0.16,1,0.12,2229,-24.68144611,2943.00,-117.16,NA,NA,NA,NA,0,182.04,0,-0.6,1,0.18,NA,NA,0,0.02,NA,NA,NA,NA,23.2580877,-2.657787914,43627,-916.18,133.2,-5.416,1.656,-0.07452,1.72,-0.1808,0,0
22119,0,305900,5919000,188100,0,3.034152333,2,0.2,0,0.02,0,0,0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-0.12,NA,NA,NA,NA,8.00673134,-0.758102242,11058,-204.22,14,-0.328,0,-0.00252,0,-28.3896,0,0
22121,24757000,12120,30391000,-135840,81.46161693,0.443478609,6,0.54,3,0.12,0,0,NA,NA,0,0,NA,NA,6905,94.14,1420,-76.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.791018245,-0.124834042,1913,-12.4,0,7.10543E-18,0,0,0,0,1.46,-0.0408
22123,16509000,2490660,45527000,1507080,36.26199837,2.996509583,17,1.58,8,0.64,6973,977.0129604,0.00,0,43208,-1938.2,11827,-578.12,34497,1148.86,4959,-31.42,1,0.04,1,-0.04,NA,NA,NA,NA,NA,NA,13.51128398,-0.618139781,10736,-115.72,0,0.64,0,0,0,0,3.79,-0.0768
22125,0,522660,3613000,495380,0,4.071539842,2,0.2,5,0.12,0,78.75170532,NA,NA,0,0,NA,NA,0,184.2,650,172.28,2,0.22,NA,NA,NA,NA,NA,NA,NA,NA,9.157344569,1.467281988,11223,307.04,48,-0.768,0,0,0,0.0028,0.61,0.2668
22127,0,1062140,3200000,941600,0,5.447369425,2,0.3,0,0.08,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,1,-0.06,NA,NA,0,0.12,1,0,NA,NA,2.289739736,-0.066590483,5654,-38.54,0,5.768,0,0,0,0,0,0
27001,3993000,82720,15714000,-59280,25.41046201,0.761369168,6,0,8,-0.3,1525,-9.236016371,773.00,1.52,NA,NA,NA,NA,58,356.08,0,21.52,0,0.08,NA,NA,NA,NA,NA,NA,NA,NA,3.179825873,-0.324180254,14784,-304.06,132.4,-2.2,1.926,-0.0288,4.37,0.3642,0,0
27003,12297000,1820200,23671000,1718460,51.94964302,1.34580368,10,0.2,1,0.1,10575,101.931105,772.00,-31.64,NA,NA,NA,NA,5623,11.28,0,-3.62,NA,NA,1,-0.08,NA,NA,NA,NA,1,-0.08,4.336191878,-0.8925263,3408,-116.92,1292,-77.736,0,0.02088,0,-0.0286,7.73,-0.4212
27005,55371000,6481140,105591000,6020160,52.43912833,1.493054395,38,2.48,35,0.28,17395,2695.891542,9590.00,-184.48,NA,NA,NA,NA,73044,976.24,86302,-2809.72,4,0.1,2,-0.04,NA,NA,1,-0.06,6,-0.38,12.78286503,-0.223280949,35952,-331.3,2751.2,-25.8,6877.422,204.81048,5.43,0.1882,0,0
27007,3647000,448280,18738000,503900,19.46312307,1.282247765,5,0.28,9,-0.06,510,91.16098226,3466.00,-120.52,NA,NA,NA,NA,0,919.1,10702,-117.06,1,0.02,NA,NA,NA,NA,NA,NA,NA,NA,4.227942561,-0.458751217,25687,-594,98.4,-1.584,0,0.108,7.04,0.5392,6.53,-0.2612
27009,46617000,6202360,92656000,6164580,50.31190641,1.522396609,28,3.98,5,0.34,52800,245.3894952,10508.00,-170.52,NA,NA,NA,NA,17182,1700.62,841,-17.82,3,0.54,6,0.12,2,0.02,NA,NA,NA,NA,50.69695816,2.517559048,37226,-166.82,11050,-21.504,0,0.00216,9376.78,720.7772,0,0
27011,15848000,5890600,57764000,5378680,27.43577315,2.957733798,12,4.2,10,0.68,66425,1420.267394,1974.00,-79.08,NA,NA,NA,NA,109651,26.82,39205,-1540.14,0,0.38,7,-0.16,NA,NA,NA,NA,NA,NA,16.87748524,1.131129506,8857,134.72,14427.2,157.6,0,0,0,0.007,0,0.1518
27013,121193000,17732140,222159000,16355460,54.55237015,1.745717494,85,6.76,7,1.18,172241,-60.46930423,1345.00,-43.58,NA,NA,NA,NA,178915,-1223.66,1047,-22.24,5,-0.16,80,-0.3,NA,NA,0,0.16,NA,NA,80.28342521,13.95580372,17295,-231.78,129558,5607.544,1581.93,30.18096,12.22,-0.1606,0,0
27015,78394000,12336080,181549000,12348620,43.18062892,1.793948625,61,6.82,6,0.58,133585,994.7919509,5345.00,-7.98,NA,NA,NA,NA,137953,-634.38,2554,-105.02,10,0.68,57,-0.62,NA,NA,NA,NA,2,-0.1,83.13002607,3.392856709,36095,294.7,90299.6,720.912,4345.218,60.1164,7.33,-1.8746,0,0.1658
27017,0,0,8688000,149180,0,0,1,0.06,0,-0.02,0,7.257844475,2011.00,-64.1,NA,NA,NA,NA,0,0,0,1.82,1,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,5.106943433,-0.199672311,12105,-87.6,175.2,-1.44,0.18,0.01152,5.28,-0.056,0,0
27019,12189000,3669260,63095000,3371780,19.31848799,2.511950527,15,2.78,6,0.38,50256,663.4474761,7450.00,-228.76,NA,NA,NA,NA,35273,328.7,2164,-96.38,1,0.1,4,0.04,NA,NA,NA,NA,NA,NA,47.71984984,-4.117450906,35393,-712.4,7620.8,-42.96,0,0.1098,1.81,0.1776,6.07,-0.3682
27021,7339000,693820,20982000,695820,34.97759985,1.61763061,3,0.4,7,0.06,4608,5.304911323,5435.00,-120.16,NA,NA,NA,NA,80,22.96,0,0,6,0.04,1,-0.04,NA,NA,NA,NA,0,0.06,6.159075298,-0.50295935,31393,-343.76,4564.8,-182.8,0,-0.0072,4.8,0.26,8.77,-0.3508
27023,42059000,11093380,99992000,10875280,42.06236499,2.143070576,49,4.86,26,1.1,116222,1586.491132,963.00,172.4,NA,NA,NA,NA,127253,-1158.9,6252,-158.08,0,0.4,10,0.14,NA,NA,NA,NA,1,0,13.72976222,4.042663352,6452,1000.54,14970,369.32,2726.334,-152.5752,6.79,-0.4216,1.76,0.189
27025,9263000,1125800,31415000,1412540,29.48591437,1.33607816,6,1.2,1,0.2,27977,5.625511596,2905.00,-54.72,NA,NA,NA,NA,18732,589.7,376,-14.06,0,0.08,2,-0.1,NA,NA,NA,NA,NA,NA,14.99349746,-1.618063438,14679,-214.96,3034.4,-133.32,1.476,0.00324,6.63,0.5274,0,0
27027,63199000,12347500,139430000,10795820,45.32668723,2.154629891,68,6.12,62,1.38,37021,6743.858117,3324.00,-112.36,NA,NA,NA,NA,114563,4576.36,211807,-7499.1,3,-0.06,2,0.2,NA,NA,2,0.06,NA,NA,8.601610876,-0.227948196,18419,-441.8,3284,344.976,0,-28.81368,0.85,2.2242,0,0
27029,8158000,314220,22384000,527600,36.44567548,0.416403629,7,0.1,11,-0.22,2270,109.2885402,2338.00,-70.6,NA,NA,NA,NA,900,693.98,7765,-176.74,3,0,0,0.04,NA,NA,1,-0.06,NA,NA,10.01827733,-0.910301761,24448,-429.12,331.6,-42.144,0,0.03384,2.66,0.2496,0,0
27031,0,0,102000,9340,0,0,NA,NA,NA,NA,0,0,0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015831438,-0.003515292,98,-2.76,0,0,0,0,0,0.0148,0,0.1002
27033,73381000,14479120,160246000,13421600,45.7927187,2.16322936,53,8.52,13,0.52,149396,841.5566166,3829.00,-124.18,NA,NA,NA,NA,161913,-541.64,441,24.54,15,0.1,32,0.46,NA,NA,NA,NA,2,-0.1,51.38125987,11.96199582,28908,117.1,55513.6,3900.72,5387.49,-174.7242,0,121.9972,0,0.362
27035,2264000,382260,14377000,409220,15.74737428,1.43158888,3,0.38,1,-0.04,7977,33.06480218,3090.00,-117.58,NA,NA,NA,NA,617,217.26,0,16.4,1,0.06,0,-0.04,NA,NA,NA,NA,1,-0.06,6.729418407,-0.905023902,17126,-428.66,1794.8,-93.344,0,0.0558,0,53.9148,0,0
27037,48522000,7880760,103587000,7853280,46.84178517,1.703254102,44,3.42,12,0.58,89440,809.627558,3749.00,-83.86,NA,NA,NA,NA,63990,-331.88,2826,-104.22,13,-0.24,12,-0.08,NA,NA,NA,NA,1,-0.02,32.61585042,-2.55772652,33443,-528.76,12829.2,-216.608,0,-9.09495E-16,8.7,0.055,0,0
27039,50071000,10113280,106371000,8867120,47.07204031,2.239899804,51,4.82,16,0.36,98954,1363.291269,4161.00,-148.58,NA,NA,NA,NA,91083,-374.02,515,-22.94,6,0.1,23,0.46,NA,NA,NA,NA,4,0.2,56.43800265,7.453516832,22797,-306.56,31894,1778.72,0,223.69824,1.49,0.2796,0,-0.1276
27041,10214000,2250040,60189000,2960180,16.96987822,1.570737629,9,1.9,4,0.54,40832,1110.39427,8512.00,-215.08,NA,NA,NA,NA,50851,1355.78,24545,-624.76,1,0.34,3,-0.22,NA,NA,NA,NA,1,-0.08,22.70743669,-2.392749208,31279,-391.54,7761.6,-397.792,0,0.00324,0,0.4164,4.94,-0.3046
27043,56852000,13520960,171886000,11585120,33.07541045,2.547137347,62,8.78,15,0.56,200779,-142.9652115,1992.00,-36.88,NA,NA,NA,NA,169996,-415.12,767,-39.36,2,0.22,58,-0.5,NA,NA,NA,NA,NA,NA,51.41682623,1.990585312,13987,-36.28,74849.2,770.464,0,-0.01116,0,0.2668,0,0.2094
27045,46620000,10001560,146177000,9811840,31.89284224,2.174655703,55,5.8,12,0.52,134241,615.2946794,9705.00,-37.1,NA,NA,NA,NA,75498,-135.26,224,-11.16,5,0.8,39,-0.66,NA,NA,NA,NA,1,0.12,57.59120775,-0.789110707,72870,-460.5,55344,217.24,2785.536,-111.42144,30.58,2.6202,0,0
27047,59123000,14488240,161522000,13083640,36.60368247,2.466001795,60,9.4,8,0.64,164571,1500.674625,2032.00,-38.76,NA,NA,NA,NA,146947,101.88,46,13.36,0,0.2,53,-0.56,NA,NA,NA,NA,2,0,51.59870934,7.273681052,14327,194.92,73822,2384.28,0,86.84964,39.03,-1.2564,0,-0.0708
27049,47875000,13343720,162493000,13017320,29.46280763,2.386990573,49,8.04,10,0.76,127397,1855.478172,11599.00,-84.46,NA,NA,NA,NA,85043,1206.82,733,-33.48,12,1.24,25,-0.12,NA,NA,NA,NA,2,0.1,55.6002138,1.453014616,76158,-319.62,38790,408.64,0,480.24756,12.09,0.274,0,0
27051,21724000,8550180,63105000,7969500,34.42516441,2.699488397,25,3.76,25,0.88,45146,3559.575716,1599.00,-32.72,NA,NA,NA,NA,103464,662.52,74488,-2957.48,0,0.16,6,-0.16,NA,NA,NA,NA,NA,NA,7.076322504,0.965936521,7241,287.78,6792,-13.528,0,-0.01296,0,-0.277,0.99,0.1294
